time,u,v,r,x,y,Ψ,x1,y1,x2,y2,δ,n_p,X_wind,Y_wind,N_wind
46.75,0.7453037319575161,-0.1623153707344786,0.1185647169638667,-0.34125585597527025,3.1525739481472357,5.678725141944643,0.4815531593365821,2.584255969968171,-1.1640648712871227,3.7208919263263005,0.34906585039886584,14.999999999999991,-0.29533132102341364,-0.45182669162748446,-0.26688584652912417
47.0,0.7449533151072305,-0.1620829697558264,0.11860182612948338,-0.2089825662840845,3.015292141379928,5.708370826275667,0.6303106134333943,2.471613046251447,-1.0482757460015633,3.558971236508409,0.34906585039886584,14.999999999999991,-0.29651652535650636,-0.4236575550717546,-0.25355421586469923
47.25,0.744618730369895,-0.16183986234604403,0.11864513332614897,-0.07273850802033624,2.8820879487000135,5.7380265692070385,0.7823064793502821,2.363534123555141,-0.9277834953909544,3.400641773844886,0.34906585039886584,14.999999999999991,-0.2973107524089871,-0.3948646818908849,-0.2394156115700829
47.5,0.7443005671918993,-0.16158664562651423,0.1186945204901123,0.06735705264971813,2.7530777677174854,5.767693901954668,0.9374076356805063,2.2601153117760764,-0.8026935303810705,3.2460402236588934,0.34906585039886584,14.999999999999991,-0.29771584206276636,-0.36553175517357867,-0.22450958137550053
47.75,0.7439993747476381,-0.16132395124389398,0.1187498463344077,0.2111816249089528,2.628374698141435,5.797374322478629,1.0954781952883006,2.161449034234081,-0.6731149454703946,3.0953003620487896,0.34906585039886584,14.999999999999991,-0.2977345162974624,-0.33574488718611517,-0.20887819824920426
48.0,0.7437156565611486,-0.1610524447216278,0.11881092958363089,0.35860954779846876,2.508088462257074,5.827069304938532,1.2563795757772858,2.0676239610053675,-0.5391604801803485,2.9485529635087793,0.34906585039886584,14.99999999999999,-0.29737037015582324,-0.30559244705786787,-0.19256597520483928
48.25,0.7434498818819681,-0.16077282379818575,0.11887759984051971,0.5095120672087481,2.3923253316095403,5.856780253703152,1.4199705683306834,1.9787248991450674,-0.4009464339131875,2.8059257640740123,0.34906585039886584,14.999999999999991,-0.29662786785299616,-0.27516494280828846,-0.17561980860007004
48.5,0.7432024681721064,-0.16048581769239617,0.11894963396662654,0.6637574012341662,2.281188012507456,5.8865085500803325,1.5861074385284455,1.8948327243292802,-0.2585926360601132,2.667543300685632,0.34906585039886584,14.999999999999991,-0.29551232747131667,-0.24455479579180853,-0.15808886123043678
48.75,0.7429737946555713,-0.16019218560992857,0.11902681381183222,0.8212108085943899,2.174775589103732,5.916255501719608,1.7546439880816558,1.8160242832771283,-0.11222237089287612,2.533526894930336,0.34906585039886584,14.999999999999991,-0.2940299161630395,-0.213856213624513,-0.1400244986691006
49.0,0.7427641926842969,-0.15989271533691538,0.11910889422589316,0.9817346725627276,2.0731834064244814,5.946022363518586,1.9254316644294738,1.742372300894975,0.038037680695981124,2.403994511953987,0.34906585039886584,14.99999999999999,-0.29218763523563146,-0.18316497807545262,-0.12148017668203123
49.25,0.7425739446229382,-0.15958822221689808,0.11919560216547916,1.145188565729652,1.9765029941466206,5.9758103348523255,2.0983196409041174,1.6739453078506543,0.19205749055518684,2.279060680442586,0.3490658503988659,14.999999999999991,-0.28999330662271827,-0.15257825044631068,-0.10251133634049132
49.5,0.742403290915686,-0.15927954712481784,0.11928666989684829,1.3114293393146919,1.884821978208282,6.005620528339621,2.273154914410239,1.6108075293061503,0.3497037642191446,2.1588364271104137,0.34906585039886584,14.99999999999999,-0.2874555632555926,-0.12219439994546474,-0.08317531288779034
49.75,0.7422524167193639,-0.1589675554181671,0.11938178617557076,1.4803112058186239,1.7982239698513591,6.035454005559578,2.449782418518008,1.553018815445533,0.5108399931192392,2.0434291242571843,0.34906585039886584,14.99999999999999,-0.28458382626392814,-0.09211275132816087,-0.06353119309093491
50.0,0.7421214630229056,-0.1586531350147367,0.119480643902426,1.65168581836371,1.7167884999609642,6.065311735189652,2.6280451105727405,1.5006345443712474,0.6753265261546795,1.9329424555506802,0.34906585039886584,14.99999999999999,-0.28138829465148296,-0.06243340698145722,-0.04363971820233878
50.25,0.7420105908478251,-0.15833719127005422,0.11958291524385134,1.8254023815231473,1.6405908990033942,6.0951946104131105,2.8077841088515023,1.4537055282239848,0.8430206541947923,1.8274762697828044,0.34906585039886584,14.999999999999991,-0.27787994551062584,-0.0332570018823915,-0.023563143451920513
50.5,0.7419199971683339,-0.15802063763256033,0.11968826159441949,2.0013078602365857,1.5697021989251312,6.125103450337768,2.988838922413935,1.4122779274963697,1.0137767980592365,1.7271264703538929,0.34906585039886584,14.99999999999999,-0.27407051815468175,-0.004684464018651797,-0.003365098758273461
50.75,0.741839872574705,-0.15770418278261814,0.11979632013125222,2.17924577649145,1.5041892581743763,6.15503896631215,3.1710462640522694,1.3763933549766556,1.1874452889306308,1.6319851613720973,0.34906585039886584,14.99999999999999,-0.2790850783277916,0.023899930951813007,0.017010779516138455
51.0,0.7417609907344446,-0.15738703229110249,0.11990696582552438,2.359054992191697,1.4441148781178736,6.185001823526192,3.3542388647803545,1.3460890665198981,1.3638711196030386,1.5421406897158483,0.3490658503988658,14.99999999999999,-0.28571665832753185,0.05372809797690453,0.03772303877776087
